Year of Year Date,Adjusted for Inflation Notes,Adjusted for Inflation Title,Format,Metric,Year,Change vs. Prior Year Designation,Change vs. Prior Year,Format Value # (Billion),Format Value # (Million),Max Date,Min Date,Total Value # (Billion),Total Value # (Million),Year change text,Adjusted for Inflation Flag,Total Value For Year,Year Date,% Difference in Value (Actual),% of Total Value (Actual),Value (Actual),Value (For Charting),Year (copy)
1999,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2013,,,,,2013,2013,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2017,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2016,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2015,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2014,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2013,,,On-Demand Streaming (Ad-Supported),Value,2012,a decrease of,-100.0%,,,2012,2012,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2012,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,$170.9M,2012,2012,$7.0B,,,,$7015.7B,2012,,2.436454823%,170.935408437,170.935408437,2012
2011,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2010,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1999,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2012,,,,,2012,2012,,,,,,,,,,,
2020,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2019,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2018,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2017,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2016,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2015,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2014,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2013,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2012,,,On-Demand Streaming (Ad-Supported),Value,2011,a decrease of,-100.0%,,,2011,2011,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2011,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,$113.8M,2011,2011,$7.1B,,,,$7135.6B,2011,,1.594820337%,113.8,113.8,2011
2010,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2009,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2008,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2007,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2006,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2005,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2004,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2003,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2002,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2001,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2000,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1999,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1998,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1997,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1996,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1995,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1994,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1993,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1992,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1991,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1990,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1989,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1988,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1987,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1986,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1985,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1984,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1983,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1982,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1981,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1980,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1979,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1978,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1977,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1976,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1975,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1974,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
1973,,,On-Demand Streaming (Ad-Supported),Value,2011,,,,,2011,2011,,,,,,,,,,,
2020,,,Paid Subscription,Value,2020,,,$7.0B,,2020,2020,$12.2B,,,,$12153.4B,2020,,57.672696278%,7009.165455868,7009.165455868,2020
2019,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2018,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2017,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2016,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2015,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2014,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2013,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2012,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2011,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2010,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2009,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2008,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2007,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2006,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2005,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2004,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2003,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2002,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2001,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2000,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1999,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1998,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1997,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1996,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1995,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1994,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1993,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1992,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1991,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1990,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1989,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1988,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1987,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1986,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1985,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1984,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1983,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1982,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1981,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1980,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1979,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1978,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1977,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1976,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1975,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1974,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
1973,,,Paid Subscription,Value,2020,,,,,2020,2020,,,,,,,,,,,
2020,,,Paid Subscription,Value,2019,a decrease of,-100.0%,,,2019,2019,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2019,,,Paid Subscription,Value,2019,,,$6.1B,,2019,2019,$11.1B,,,,$11130.4B,2019,,54.941403884%,6115.171947567,6115.171947567,2019
2018,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2017,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2016,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2015,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2014,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2013,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2012,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2011,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2010,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2009,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2008,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2007,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2006,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2005,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2004,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2003,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2002,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2001,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2000,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1999,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1998,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1997,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1996,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1995,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1994,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1993,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1992,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1991,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1990,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1989,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1988,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1987,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1986,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1985,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1984,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1983,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1982,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1981,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1980,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1979,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1978,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1977,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1976,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1975,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1974,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
1973,,,Paid Subscription,Value,2019,,,,,2019,2019,,,,,,,,,,,
2020,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2019,,,Paid Subscription,Value,2018,a decrease of,-100.0%,,,2018,2018,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2018,,,Paid Subscription,Value,2018,,,$4.6B,,2018,2018,$9.7B,,,,$9738.2B,2018,,47.380624960%,4614.018502363,4614.018502363,2018
2017,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2016,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2015,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2014,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2013,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2012,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2011,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2010,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2009,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2008,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2007,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2006,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2005,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2004,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2003,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2002,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2001,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2000,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1999,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1998,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1997,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1996,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1995,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1994,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1993,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1992,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1991,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1990,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1989,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1988,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1987,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1986,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1985,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1984,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1983,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1982,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1981,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1980,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1979,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1978,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1977,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1976,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1975,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1974,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
1973,,,Paid Subscription,Value,2018,,,,,2018,2018,,,,,,,,,,,
2020,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2019,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2018,,,Paid Subscription,Value,2017,a decrease of,-100.0%,,,2017,2017,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
2017,,,Paid Subscription,Value,2017,,,$3.4B,,2017,2017,$8.5B,,,,$8503.2B,2017,,39.511556262%,3359.760899106,3359.760899106,2017
2016,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2015,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2014,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2013,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2012,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2011,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2010,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2009,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2008,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2007,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2006,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2005,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2004,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2003,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2002,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2001,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
2000,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1999,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1998,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1997,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1996,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1995,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1994,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1993,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1992,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1991,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1990,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1989,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1988,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1987,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1986,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1985,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
1984,,,Paid Subscription,Value,2017,,,,,2017,2017,,,,,,,,,,,
